Applicant,LocationDescription,Address,Photo,FoodItems,Latitude,Longitude,Schedule,Location
May Catering,TOLAND ST: KIRKWOOD AVE to MCKINNON AVE (600 - 799),600 TOLAND ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74344004,-122.3999326,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.74344004200515, -122.39993256957725)"
Mini Mobile Food Catering,11TH ST: FOLSOM ST to HARRISON ST (300 - 399),355 11TH ST,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.77146722,-122.4128723,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,"(37.77146721590103, -122.41287229420975)"
Athena SF Gyro,MARKET ST: 11TH ST intersection,10 SOUTH VAN NESS AVE,,Gyro pita bread (Lamb or chicken): lamb over rice: chicken over rice: chicken biryani rice: soft drinks,37.77425926,-122.419486,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0145&ExportPDF=1&Filename=15MFF-0145_schedule.pdf,"(37.77425926306004, -122.41948598839828)"
May Catering,ULLOA ST: WOODSIDE AVE to SYDNEY WAY (1 - 56),2 ULLOA ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74563668,-122.4542332,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.74563668388077, -122.45423318865744)"
Izzy's Cheesesteaks,BATTERY ST: CALIFORNIA ST to HALLECK ST (200 - 230),255 BATTERY ST,,Cheesesteaks: French Fries: and Drinks,37.79344653,-122.4003437,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00014&ExportPDF=1&Filename=21MFF-00014_schedule.pdf,"(37.79344652781607, -122.40034367559197)"
La Jefa,SUTTER ST: SANSOME ST to MONTGOMERY ST (50 - 99),80 SUTTER ST,,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,37.79034625,-122.4018502,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00018&ExportPDF=1&Filename=19MFF-00018_schedule.pdf,"(37.79034624734142, -122.4018501909886)"
"Casey's Pizza, LLC",MISSION ST: NEW MONTGOMERY ST to ANNIE ST (635 - 664),654 MISSION ST,,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.78718285,-122.4012348,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0104&ExportPDF=1&Filename=17MFF-0104_schedule.pdf,"(37.78718284771541, -122.40123480885063)"
Liang Bai Ping,WALLACE AVE: JENNINGS ST to KEITH ST (1500 - 1599),1500 WALLACE AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72672579,-122.3892499,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.726725793811774, -122.38924985802704)"
Liang Bai Ping,THOMAS AVE: GRIFFITH ST to HAWES ST (1100 - 1199),1180 THOMAS AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72612524,-122.3831993,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.726125239645036, -122.38319932723887)"
May Catering,26TH ST: SHOTWELL ST to VIRGIL ST (3251 - 3273),3251 26TH ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74876215,-122.4143268,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.74876215147923, -122.41432682875484)"
Giant Burrito,GENEVA AVE: PRAGUE ST to LINDA VISTA STPS (1500 - 1598) -- SOUTH --,1500 GENEVA AVE,,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,37.7123026,-122.4316442,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00088&ExportPDF=1&Filename=19MFF-00088_schedule.pdf,"(37.712302604744416, -122.43164419037294)"
Tacos Santana,CARROLL AVE: QUINT ST to BAY SHORE BLVD \ THORNTON AVE (2100 - 2199),2101 CARROLL AVE,,,37.73022168,-122.4029785,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,"(37.73022168130492, -122.40297852668597)"
May Catering,26TH ST: TREAT AVE \ TREAT WAY to LUCKY ST (3133 - 3164),3150 26TH ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74953311,-122.4131165,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.74953311452312, -122.413116536729)"
Quan Catering,CESAR CHAVEZ ST: INDIANA ST to IOWA ST (1300 - 1399),1301 CESAR CHAVEZ ST,,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.74925586,-122.3909754,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00055&ExportPDF=1&Filename=19MFF-00055_schedule.pdf,"(37.74925585952909, -122.39097537957679)"
May Catering,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2400 CESAR CHAVEZ ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74991647,-122.4011301,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.749916469391025, -122.40113011221212)"
Scotch Bonnet,MONTGOMERY ST: POST ST to SUTTER ST (1 - 99),25 MONTGOMERY ST,,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,37.7894867,-122.4024674,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0094&ExportPDF=1&Filename=17MFF-0094_schedule.pdf,"(37.78948669612784, -122.40246743800449)"
May Catering,JERROLD AVE: UPTON ST to NAPOLEON ST (2201 - 2299),2270 JERROLD AVE,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74610445,-122.4003618,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.7461044517152, -122.40036183496544)"
Halal Food,CALIFORNIA ST: DRUMM ST to DAVIS ST (1 - 99),50 CALIFORNIA ST,,rice chicken beef hot dogs and sandwich's and coke and water,37.79405318,-122.3973477,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0003&ExportPDF=1&Filename=18MFF-0003_schedule.pdf,"(37.79405318373291, -122.39734769332577)"
Mike's Catering,BROADWAY: POWELL ST \ ROBERT C LEVY TUNL to MASON ST (800 - 898) -- NORTH --,860 BROADWAY,,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.79757899,-122.4114399,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00054&ExportPDF=1&Filename=19MFF-00054_schedule.pdf,"(37.79757898806039, -122.41143988608852)"
"Casey's Pizza, LLC",SPEAR ST: MISSION ST to HOWARD ST (100 - 199),100 SPEAR ST,,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.79215055,-122.394,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0104&ExportPDF=1&Filename=17MFF-0104_schedule.pdf,"(37.792150548481686, -122.39399997405945)"
"Casey's Pizza, LLC",FELL ST: GOUGH ST to OCTAVIA ST (300 - 399),368 FELL ST,,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.77604871,-122.4239392,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0104&ExportPDF=1&Filename=17MFF-0104_schedule.pdf,"(37.77604870809225, -122.42393921117214)"
Liang Bai Ping,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1475 CARROLL AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72325987,-122.3911729,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.72325986632415, -122.39117288596881)"
"Casey's Pizza, LLC",SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),231 SANSOME ST,,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.7926094,-122.4013149,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0104&ExportPDF=1&Filename=17MFF-0104_schedule.pdf,"(37.792609401119016, -122.40131490545147)"
Liang Bai Ping,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1351 UNDERWOOD AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72701466,-122.3874974,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.7270146636245, -122.38749735902202)"
Mini Mobile Food Catering,LOOMIS ST: FLOWER ST to WATERLOO ST (120 - 255),491 BAY SHORE BLVD,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,"(0.0, 0.0)"
May Catering,EXECUTIVE PARK BLVD: CANDLESTICK COVE WAY to SANDPIPER COVE WAY \ THOMAS MELLON DR (138 - 198),150 EXECUTIVE PARK BLVD,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.71083793,-122.3935434,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.71083793114095, -122.39354336301274)"
Liang Bai Ping,QUESADA AVE: ARELIOUS WALKER DR to GRIFFITH ST (1000 - 1099),1031 QUESADA AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72578914,-122.3789727,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.72578913981244, -122.37897271962358)"
May Catering,MINNA ST: 10TH ST to 11TH ST (900 - 999),911 MINNA ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77439801,-122.4156587,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.77439801094025, -122.41565865581119)"
Liang Bai Ping,GRIFFITH ST: SHAFTER AVE to THOMAS AVE (1500 - 1599),1515 GRIFFITH ST,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72531943,-122.3813892,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.72531943367549, -122.3813892094274)"
Athena SF Gyro,08TH ST: BRANNAN ST to TOWNSEND ST (600 - 699),699 08TH ST,,Gyro pita bread (Lamb or chicken): lamb over rice: chicken over rice: chicken biryani rice: soft drinks,37.771022,-122.4035463,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0145&ExportPDF=1&Filename=15MFF-0145_schedule.pdf,"(37.771021999243686, -122.4035462541838)"
Halal Cart of San Francisco,MARKET ST: FREMONT ST \ FRONT ST to 01ST ST \ BUSH ST (400 - 498) -- NORTH --,1 FRONT ST,,Gyro; Chicken over rice; Gyro over rice;,37.79175721,-122.3988976,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0136&ExportPDF=1&Filename=16MFF-0136_schedule.pdf,"(37.791757205944414, -122.39889763689186)"
Chilifruit,24TH ST: MISSION ST to OSAGE ALY (3300 - 3322),Assessors Block /Lot,,Mangoneadas: Fruit snacks: Chamoyadas: Bionicos,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0135&ExportPDF=1&Filename=16MFF-0135_schedule.pdf,"(0.0, 0.0)"
Quan Catering,03RD ST: ARTHUR AVE \ CARGO WAY to BURKE AVE (3401 - 3499) -- EAST --,3433 03RD ST,,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00055&ExportPDF=1&Filename=19MFF-00055_schedule.pdf,"(0.0, 0.0)"
Kettle Corn Star,MARKET ST: POWELL ST to 05TH ST \ CYRIL MAGNIN ST (865 - 899) -- SOUTH --,865 MARKET ST,,Kettle Corn: Funnel Cakes: Waffles: Lemonade,37.78394691,-122.4071583,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00059&ExportPDF=1&Filename=19MFF-00059_schedule.pdf,"(37.783946907974226, -122.40715834498367)"
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",POWELL ST: GEARY ST to POST ST (300 - 399),331 POWELL ST,,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.,37.7877553,-122.4087822,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00001&ExportPDF=1&Filename=19MFF-00001_schedule.pdf,"(37.787755298967475, -122.40878221396503)"
Quan Catering,ALABAMA ST: TREAT AVE to 15TH ST (201 - 212),201 ALABAMA ST,,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.76779784,-122.4120963,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00055&ExportPDF=1&Filename=19MFF-00055_schedule.pdf,"(37.76779784361899, -122.4120963188614)"
Tacos Santana,JERROLD AVE: TOLAND ST to UPTON ST (2100 - 2230),2142 JERROLD AVE,,,37.74451858,-122.3989408,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,"(37.744518582664874, -122.39894084662791)"
Liang Bai Ping,YOSEMITE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1430 YOSEMITE AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72549805,-122.3883692,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.72549804795053, -122.38836915044175)"
May Catering,HARRISON ST: 17TH ST to MARIPOSA ST (2050 - 2149),2130 HARRISON ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76281495,-122.4132115,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.76281495322895, -122.41321151367339)"
Mini Mobile Food Catering,KANSAS ST: CESAR CHAVEZ ST to MARIN ST (1600 - 1699),Assessors Block 4341/Lot001,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.74895036,-122.4014932,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,"(37.748950363427056, -122.40149318970822)"
Liang Bai Ping,MAIN ST: FOLSOM ST to HARRISON ST (300 - 399),201 FOLSOM ST,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.78814528,-122.3911819,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.78814528329282, -122.39118192026297)"
May Catering,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),180 NAPOLEON ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74758628,-122.3988657,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.74758627625646, -122.39886570079622)"
Alfaro Truck,VALENCIA ST: 14TH ST to ROSA PARKS LN (300 - 337),306 VALENCIA ST,,Burritos: Tacos: Tortas: Quesadillas & Various Drinks.,37.76785527,-122.4224844,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00122&ExportPDF=1&Filename=19MFF-00122_schedule.pdf,"(37.767855269354264, -122.42248440416165)"
Liang Bai Ping,FREMONT ST: NATOMA ST to HOWARD ST (170 - 199),Assessors Block 3720/Lot001,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.78969137,-122.3965956,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.78969136758703, -122.39659563708379)"
"Expresso Subito, LLC.",FRONT ST: CALIFORNIA ST to HALLECK ST (200 - 234),150 CALIFORNIA ST,,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,37.79367338,-122.3984635,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00115&ExportPDF=1&Filename=19MFF-00115_schedule.pdf,"(37.793673381504675, -122.39846350948633)"
May Catering,,299 ILLINOIS ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(0.0, 0.0)"
May Catering,MINNESOTA ST: 04TH ST \ MARIPOSA ST to 18TH ST (500 - 599),535 MINNESOTA ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76369087,-122.3904574,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.763690871096, -122.3904573860159)"
May Catering,CESAR CHAVEZ ST: KANSAS ST to BAY SHORE BLVD \ VERMONT ST (2501 - 2625) -- SOUTH --,2501 CESAR CHAVEZ ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74897924,-122.4024092,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.74897924115537, -122.40240923456066)"
May Catering,HAWES ST: INGERSON AVE to JAMESTOWN AVE (2900 - 2999),2930 HAWES ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.71777945,-122.3916548,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.717779453626974, -122.39165476517934)"
Mike's Catering,BROADWAY: BATTERY ST to SANSOME ST (200 - 299),250 BROADWAY,,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.79875494,-122.4017988,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00054&ExportPDF=1&Filename=19MFF-00054_schedule.pdf,"(37.79875493640093, -122.40179879385386)"
May Catering,03RD ST: 22ND ST to 23RD ST (2501 - 2699) -- EAST --,2565 03RD ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7567173,-122.387649,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.75671729983715, -122.38764896299311)"
May Catering,POTRERO AVE: ALAMEDA ST to 15TH ST (100 - 199),100 POTRERO AVE,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76807589,-122.4082896,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.768075885952655, -122.40828959528693)"
Halal Cart of San Francisco,MARKET ST: 01ST ST \ BUSH ST to 02ND ST (501 - 599) -- SOUTH --,555 MARKET ST,,Gyro; Chicken over rice; Gyro over rice;,37.78988988,-122.3999304,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0136&ExportPDF=1&Filename=16MFF-0136_schedule.pdf,"(37.78988987820978, -122.39993041135052)"
Boulangerie La Camionnette,FLORIDA ST: MARIPOSA ST to 18TH ST (500 - 599),500 FLORIDA ST,,Bread: Pastries: Coffee: Pizza,37.76259016,-122.4114839,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00079&ExportPDF=1&Filename=21MFF-00079_schedule.pdf,"(37.762590159713945, -122.41148385548222)"
"Expresso Subito, LLC.",CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),150 CALIFORNIA ST,,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,37.79367338,-122.3984635,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00114&ExportPDF=1&Filename=19MFF-00114_schedule.pdf,"(37.793673381504675, -122.39846350948633)"
Let's Be Frank,LINDEN ST: GOUGH ST to OCTAVIA ST (300 - 399),404 OCTAVIA ST,,Hot dogs and chili,37.77603906,-122.4241756,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00104&ExportPDF=1&Filename=19MFF-00104_schedule.pdf,"(37.77603906266594, -122.42417557149162)"
Khalid M Malik,BATTERY ST: MARKET ST to BUSH ST (1 - 10),Assessors Block /Lot,,chicken sandwich: chicken gyro: chicken biryani,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0018&ExportPDF=1&Filename=18MFF-0018_schedule.pdf,"(0.0, 0.0)"
The Chef Station,DIVISADERO ST: OAK ST to FELL ST (401 - 499) -- WEST --,425 DIVISADERO ST,,South American Peruvian Food - Ceiches: hot wok dishes: hot pastas: rice dishes: and Tapas.,37.77336405,-122.4378752,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0202&ExportPDF=1&Filename=17MFF-0202_schedule.pdf,"(37.77336405319086, -122.43787522530337)"
May Catering,POTRERO AVE: 24TH ST to 25TH ST (1200 - 1299),1200 POTRERO AVE,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75257727,-122.4068064,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.7525772700714, -122.40680641715169)"
Mini Mobile Food Catering,ALAMEDA ST: HAMPSHIRE ST to BRYANT ST (2400 - 2599),Assessors Block 3905/Lot011,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.76855707,-122.4096102,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,"(37.76855707131207, -122.40961023629804)"
Liang Bai Ping,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1389 UNDERWOOD AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72711043,-122.3882613,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.72711043338281, -122.3882612881442)"
May Catering,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),600 ILLINOIS ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76416013,-122.3881423,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.76416012822032, -122.38814226212779)"
Scotch Bonnet,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,37.79326221,-122.4017891,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0094&ExportPDF=1&Filename=17MFF-0094_schedule.pdf,"(37.793262206923096, -122.4017890913628)"
